,miRNA,70459-genome-miRNAcount,miRNA,70460-genome-miRNAcount,miRNA,70461-genome-miRNAcount,miRNA,74665-genome-miRNAcount,miRNA,74666-genome-miRNAcount,miRNA,74667-genome-miRNAcount,miRNA,74668-genome-miRNAcount,miRNA,74669-genome-miRNAcount,miRNA,74670-genome-miRNAcount,miRNA,74671-genome-miRNAcount,miRNA,74672-genome-miRNAcount,miRNA,74673-genome-miRNAcount,miRNA,74674-genome-miRNAcount,miRNA,74675-genome-miRNAcount,miRNA,74676-genome-miRNAcount,miRNA,74677-genome-miRNAcount,miRNA,74678-genome-miRNAcount,miRNA,74679-genome-miRNAcount,miRNA,74680-genome-miRNAcount,miRNA,74681-genome-miRNAcount,miRNA,74682-genome-miRNAcount
43,hsa-miR-10393-3p,0,       0,hsa-miR-105-5p,hsa-miR-10396a-3p,0,hsa-miR-10395-5p,0,hsa-miR-10396a-3p,0,hsa-miR-10393-5p,0,hsa-miR-10395-3p,0,hsa-miR-10396a-5p,0,hsa-miR-10395-5p,0,hsa-miR-10394-3p,0,hsa-miR-10396b-5p,0,hsa-miR-10394-5p,0,hsa-miR-10395-5p,0,hsa-miR-10393-3p,0,hsa-miR-10396a-3p,0,hsa-miR-10394-5p,0,hsa-miR-10395-5p,0,hsa-miR-10394-3p,0,hsa-miR-10395-5p,0,hsa-miR-10396a-3p,0,hsa-miR-10396a-5p,0
44,hsa-miR-10393-5p,0,       0,hsa-miR-10522-5p,hsa-miR-10396a-5p,0,hsa-miR-10396a-3p,0,hsa-miR-10396a-5p,0,hsa-miR-10394-3p,0,hsa-miR-10395-5p,0,hsa-miR-10396b-3p,0,hsa-miR-10396a-3p,0,hsa-miR-10394-5p,0,hsa-miR-10397-3p,0,hsa-miR-10395-3p,0,hsa-miR-10396a-3p,0,hsa-miR-10393-5p,0,hsa-miR-10396a-5p,0,hsa-miR-10395-3p,0,hsa-miR-10396a-3p,0,hsa-miR-10394-5p,0,hsa-miR-10396a-3p,0,hsa-miR-10396a-5p,0,hsa-miR-10396b-3p,0
45,hsa-miR-10394-3p,0,       0,hsa-miR-10523-5p,hsa-miR-10396b-3p,0,hsa-miR-10396a-5p,0,hsa-miR-10396b-3p,0,hsa-miR-10394-5p,0,hsa-miR-10396a-3p,0,hsa-miR-10396b-5p,0,hsa-miR-10396a-5p,0,hsa-miR-10395-3p,0,hsa-miR-10397-5p,0,hsa-miR-10395-5p,0,hsa-miR-10396a-5p,0,hsa-miR-10394-3p,0,hsa-miR-10396b-3p,0,hsa-miR-10395-5p,0,hsa-miR-10396a-5p,0,hsa-miR-10395-3p,0,hsa-miR-10396a-5p,0,hsa-miR-10396b-3p,0,hsa-miR-10396b-5p,0
46,hsa-miR-10394-5p,0,       0,hsa-miR-10524-5p,hsa-miR-10396b-5p,0,hsa-miR-10396b-3p,0,hsa-miR-10396b-5p,0,hsa-miR-10395-3p,0,hsa-miR-10396a-5p,0,hsa-miR-10397-3p,0,hsa-miR-10396b-3p,0,hsa-miR-10395-5p,0,hsa-miR-10398-3p,0,hsa-miR-10396a-3p,0,hsa-miR-10396b-3p,0,hsa-miR-10394-5p,0,hsa-miR-10396b-5p,0,hsa-miR-10396a-3p,0,hsa-miR-10396b-3p,0,hsa-miR-10395-5p,0,hsa-miR-10396b-3p,0,hsa-miR-10396b-5p,0,hsa-miR-10397-3p,0
47,hsa-miR-10395-3p,0,       0,hsa-miR-10525-3p,hsa-miR-10397-3p,0,hsa-miR-10396b-5p,0,hsa-miR-10397-3p,0,hsa-miR-10395-5p,0,hsa-miR-10396b-3p,0,hsa-miR-10397-5p,0,hsa-miR-10396b-5p,0,hsa-miR-10396a-3p,0,hsa-miR-10398-5p,0,hsa-miR-10396a-5p,0,hsa-miR-10396b-5p,0,hsa-miR-10395-3p,0,hsa-miR-10397-3p,0,hsa-miR-10396a-5p,0,hsa-miR-10396b-5p,0,hsa-miR-10396a-3p,0,hsa-miR-10396b-5p,0,hsa-miR-10397-3p,0,hsa-miR-10397-5p,0
48,hsa-miR-10395-5p,0,       0,hsa-miR-10526-3p,hsa-miR-10397-5p,0,hsa-miR-10397-3p,0,hsa-miR-10397-5p,0,hsa-miR-10396a-3p,0,hsa-miR-10396b-5p,0,hsa-miR-10398-3p,0,hsa-miR-10397-3p,0,hsa-miR-10396a-5p,0,hsa-miR-10399-3p,0,hsa-miR-10396b-3p,0,hsa-miR-10397-3p,0,hsa-miR-10395-5p,0,hsa-miR-10397-5p,0,hsa-miR-10396b-3p,0,hsa-miR-10397-3p,0,hsa-miR-10396a-5p,0,hsa-miR-10397-3p,0,hsa-miR-10397-5p,0,hsa-miR-10398-3p,0
49,hsa-miR-10396a-3p,0,       0,hsa-miR-10527-5p,hsa-miR-10398-3p,0,hsa-miR-10397-5p,0,hsa-miR-10398-3p,0,hsa-miR-10396a-5p,0,hsa-miR-10397-3p,0,hsa-miR-10398-5p,0,hsa-miR-10397-5p,0,hsa-miR-10396b-3p,0,hsa-miR-10399-5p,0,hsa-miR-10396b-5p,0,hsa-miR-10397-5p,0,hsa-miR-10396a-3p,0,hsa-miR-10398-3p,0,hsa-miR-10396b-5p,0,hsa-miR-10397-5p,0,hsa-miR-10396b-3p,0,hsa-miR-10397-5p,0,hsa-miR-10398-3p,0,hsa-miR-10398-5p,0
50,hsa-miR-10396a-5p,0,       0,hsa-miR-106a-3p,hsa-miR-10398-5p,0,hsa-miR-10398-3p,0,hsa-miR-10398-5p,0,hsa-miR-10396b-3p,0,hsa-miR-10397-5p,0,hsa-miR-10399-3p,0,hsa-miR-10398-3p,0,hsa-miR-10396b-5p,0,hsa-miR-103a-1-5p,0,hsa-miR-10397-3p,0,hsa-miR-10398-3p,0,hsa-miR-10396a-5p,0,hsa-miR-10398-5p,0,hsa-miR-10397-3p,0,hsa-miR-10398-3p,0,hsa-miR-10396b-5p,0,hsa-miR-10398-3p,0,hsa-miR-10398-5p,0,hsa-miR-10399-3p,0
51,hsa-miR-10396b-3p,0,       0,hsa-miR-106a-5p,hsa-miR-10399-3p,0,hsa-miR-10398-5p,0,hsa-miR-10399-3p,0,hsa-miR-10396b-5p,0,hsa-miR-10398-3p,0,hsa-miR-10399-5p,0,hsa-miR-10398-5p,0,hsa-miR-10397-3p,0,hsa-miR-103a-2-5p,0,hsa-miR-10397-5p,0,hsa-miR-10398-5p,0,hsa-miR-10396b-3p,0,hsa-miR-10399-3p,0,hsa-miR-10397-5p,0,hsa-miR-10398-5p,0,hsa-miR-10397-3p,0,hsa-miR-10398-5p,0,hsa-miR-10399-3p,0,hsa-miR-10399-5p,0
52,hsa-miR-10396b-5p,0,       0,hsa-miR-106b-3p,hsa-miR-10399-5p,0,hsa-miR-10399-3p,0,hsa-miR-10399-5p,0,hsa-miR-10397-3p,0,hsa-miR-10398-5p,0,hsa-miR-103a-1-5p,0,hsa-miR-10399-3p,0,hsa-miR-10397-5p,0,hsa-miR-103a-3p,6,hsa-miR-10398-3p,0,hsa-miR-10399-3p,0,hsa-miR-10396b-5p,0,hsa-miR-10399-5p,0,hsa-miR-10398-3p,0,hsa-miR-10399-3p,0,hsa-miR-10397-5p,0,hsa-miR-10399-3p,0,hsa-miR-10399-5p,0,hsa-miR-103a-1-5p,0
53,hsa-miR-10397-3p,0,       0,hsa-miR-106b-5p,hsa-miR-103a-1-5p,0,hsa-miR-10399-5p,0,hsa-miR-103a-1-5p,0,hsa-miR-10397-5p,0,hsa-miR-10399-3p,0,hsa-miR-103a-2-5p,0,hsa-miR-10399-5p,0,hsa-miR-10398-3p,0,hsa-miR-103a-3p,8,hsa-miR-10398-5p,0,hsa-miR-10399-5p,0,hsa-miR-10397-3p,0,hsa-miR-103a-1-5p,0,hsa-miR-10398-5p,0,hsa-miR-10399-5p,0,hsa-miR-10398-3p,0,hsa-miR-10399-5p,0,hsa-miR-103a-1-5p,0,hsa-miR-103a-2-5p,0
54,hsa-miR-10397-5p,0,       0,hsa-miR-107,hsa-miR-103a-2-5p,0,hsa-miR-103a-1-5p,0,hsa-miR-103a-2-5p,0,hsa-miR-10398-3p,0,hsa-miR-10399-5p,0,hsa-miR-103a-3p,142,hsa-miR-103a-1-5p,0,hsa-miR-10398-5p,0,hsa-miR-103b,6,hsa-miR-10399-3p,0,hsa-miR-103a-1-5p,0,hsa-miR-10397-5p,0,hsa-miR-103a-2-5p,0,hsa-miR-10399-3p,0,hsa-miR-103a-1-5p,0,hsa-miR-10398-5p,0,hsa-miR-103a-1-5p,0,hsa-miR-103a-2-5p,0,hsa-miR-103a-3p,449
55,hsa-miR-10398-3p,0,       0,hsa-miR-10a-3p,hsa-miR-103a-3p,227,hsa-miR-103a-2-5p,0,hsa-miR-103a-2-5p,1,hsa-miR-10398-5p,0,hsa-miR-103a-1-5p,0,hsa-miR-103a-3p,306,hsa-miR-103a-2-5p,0,hsa-miR-10399-3p,0,hsa-miR-103b,8,hsa-miR-10399-5p,0,hsa-miR-103a-2-5p,0,hsa-miR-10398-3p,0,hsa-miR-103a-3p,114,hsa-miR-10399-5p,0,hsa-miR-103a-2-5p,0,hsa-miR-10399-3p,0,hsa-miR-103a-2-5p,0,hsa-miR-103a-3p,308,hsa-miR-103a-3p,952
56,hsa-miR-10398-5p,0,       0,hsa-miR-10a-5p,hsa-miR-103a-3p,388,hsa-miR-103a-3p,1136,hsa-miR-103a-3p,181,hsa-miR-10399-3p,0,hsa-miR-103a-2-5p,0,hsa-miR-103b,142,hsa-miR-103a-3p,763,hsa-miR-10399-5p,0,hsa-miR-10400-3p,0,hsa-miR-103a-1-5p,0,hsa-miR-103a-3p,561,hsa-miR-10398-5p,0,hsa-miR-103a-3p,207,hsa-miR-103a-1-5p,0,hsa-miR-103a-3p,528,hsa-miR-10399-5p,0,hsa-miR-103a-3p,1076,hsa-miR-103a-3p,521,hsa-miR-103b,449
57,hsa-miR-10399-3p,0,       0,hsa-miR-10b-5p,hsa-miR-103b,227,hsa-miR-103a-3p,2187,hsa-miR-103a-3p,292,hsa-miR-10399-5p,0,hsa-miR-103a-3p,645,hsa-miR-103b,306,hsa-miR-103a-3p,1131,hsa-miR-103a-1-5p,0,hsa-miR-10400-5p,0,hsa-miR-103a-2-5p,1,hsa-miR-103a-3p,916,hsa-miR-10399-3p,0,hsa-miR-103b,114,hsa-miR-103a-2-5p,1,hsa-miR-103a-3p,1113,hsa-miR-103a-1-5p,0,hsa-miR-103a-3p,1678,hsa-miR-103b,308,hsa-miR-103b,952
58,hsa-miR-10399-5p,0,       0,hsa-miR-11181-3p,hsa-miR-103b,388,hsa-miR-103b,1136,hsa-miR-103b,181,hsa-miR-103a-1-5p,0,hsa-miR-103a-3p,1127,hsa-miR-10400-3p,0,hsa-miR-103b,763,hsa-miR-103a-2-5p,1,hsa-miR-10401-3p,0,hsa-miR-103a-3p,1197,hsa-miR-103b,561,hsa-miR-10399-5p,0,hsa-miR-103b,207,hsa-miR-103a-2-5p,4,hsa-miR-103b,528,hsa-miR-103a-2-5p,2,hsa-miR-103b,1076,hsa-miR-103b,521,hsa-miR-10400-3p,0
59,hsa-miR-103a-1-5p,0,       0,hsa-miR-11399,hsa-miR-10400-3p,0,hsa-miR-103b,2187,hsa-miR-103b,292,hsa-miR-103a-2-5p,0,hsa-miR-103b,645,hsa-miR-10400-5p,0,hsa-miR-103b,1131,hsa-miR-103a-2-5p,2,hsa-miR-10401-5p,0,hsa-miR-103a-3p,1897,hsa-miR-103b,916,hsa-miR-103a-1-5p,0,hsa-miR-10400-3p,0,hsa-miR-103a-3p,12628,hsa-miR-103b,1113,hsa-miR-103a-3p,1993,hsa-miR-103b,1678,hsa-miR-10400-3p,0,hsa-miR-10400-5p,0
60,hsa-miR-103a-2-5p,0,       0,hsa-miR-11400,hsa-miR-10400-5p,0,hsa-miR-10400-3p,0,hsa-miR-10400-3p,0,hsa-miR-103a-2-5p,1,hsa-miR-103b,1127,hsa-miR-10401-3p,0,hsa-miR-10400-3p,0,hsa-miR-103a-3p,6252,hsa-miR-105-3p,0,hsa-miR-103b,1197,hsa-miR-10400-3p,0,hsa-miR-103a-2-5p,1,hsa-miR-10400-5p,0,hsa-miR-103a-3p,35182,hsa-miR-10400-3p,0,hsa-miR-103a-3p,3831,hsa-miR-10400-3p,0,hsa-miR-10400-5p,0,hsa-miR-10401-3p,0
61,hsa-miR-103a-3p,0,       0,hsa-miR-1178-3p,hsa-miR-10401-3p,0,hsa-miR-10400-5p,0,hsa-miR-10400-5p,0,hsa-miR-103a-3p,4014,hsa-miR-10400-3p,0,hsa-miR-10401-5p,0,hsa-miR-10400-5p,0,hsa-miR-103a-3p,14281,hsa-miR-105-5p,0,hsa-miR-103b,1897,hsa-miR-10400-5p,0,hsa-miR-103a-2-5p,2,hsa-miR-10401-3p,0,hsa-miR-103b,12628,hsa-miR-10400-5p,0,hsa-miR-103b,1993,hsa-miR-10400-5p,0,hsa-miR-10401-3p,0,hsa-miR-10401-5p,0
62,hsa-miR-103a-3p,13,       0,hsa-miR-1178-5p,hsa-miR-10401-5p,0,hsa-miR-10401-3p,0,hsa-miR-10401-3p,0,hsa-miR-103a-3p,8653,hsa-miR-10400-5p,0,hsa-miR-105-3p,0,hsa-miR-10401-3p,0,hsa-miR-103b,6252,hsa-miR-10522-5p,0,hsa-miR-10400-3p,0,hsa-miR-10401-3p,0,hsa-miR-103a-3p,4237,hsa-miR-10401-5p,0,hsa-miR-103b,35182,hsa-miR-10401-3p,0,hsa-miR-103b,3831,hsa-miR-10401-3p,0,hsa-miR-10401-5p,0,hsa-miR-105-3p,0
63,hsa-miR-103a-3p,28,       0,hsa-miR-1179,hsa-miR-105-3p,0,hsa-miR-10401-5p,0,hsa-miR-10401-5p,0,hsa-miR-103b,4014,hsa-miR-10401-3p,0,hsa-miR-105-5p,0,hsa-miR-10401-5p,0,hsa-miR-103b,14281,hsa-miR-10523-5p,0,hsa-miR-10400-5p,0,hsa-miR-10401-5p,0,hsa-miR-103a-3p,7809,hsa-miR-105-3p,0,hsa-miR-10400-3p,0,hsa-miR-10401-5p,0,hsa-miR-10400-3p,0,hsa-miR-10401-5p,0,hsa-miR-105-3p,0,hsa-miR-105-5p,0
64,hsa-miR-103b,13,       0,hsa-miR-1180-3p,hsa-miR-105-5p,0,hsa-miR-105-3p,0,hsa-miR-105-3p,0,hsa-miR-103b,8653,hsa-miR-10401-5p,0,hsa-miR-10522-5p,0,hsa-miR-105-3p,0,hsa-miR-10400-3p,0,hsa-miR-10524-5p,0,hsa-miR-10401-3p,0,hsa-miR-105-3p,0,hsa-miR-103b,4237,hsa-miR-105-5p,0,hsa-miR-10400-5p,0,hsa-miR-105-3p,0,hsa-miR-10400-5p,0,hsa-miR-105-3p,0,hsa-miR-105-5p,0,hsa-miR-10522-5p,0
65,hsa-miR-103b,28,       0,hsa-miR-1180-5p,hsa-miR-10522-5p,0,hsa-miR-105-5p,0,hsa-miR-105-5p,0,hsa-miR-10400-3p,0,hsa-miR-105-3p,0,hsa-miR-10523-5p,0,hsa-miR-105-5p,0,hsa-miR-10400-5p,0,hsa-miR-10525-3p,0,hsa-miR-10401-5p,0,hsa-miR-105-5p,0,hsa-miR-103b,7809,hsa-miR-10522-5p,0,hsa-miR-10401-3p,0,hsa-miR-105-5p,0,hsa-miR-10401-3p,0,hsa-miR-105-5p,0,hsa-miR-10522-5p,0,hsa-miR-10523-5p,0
66,hsa-miR-10400-3p,0,       0,hsa-miR-1181,hsa-miR-10523-5p,0,hsa-miR-10522-5p,0,hsa-miR-10522-5p,0,hsa-miR-10400-5p,0,hsa-miR-105-5p,0,hsa-miR-10524-5p,0,hsa-miR-10522-5p,0,hsa-miR-10401-3p,0,hsa-miR-10526-3p,0,hsa-miR-105-3p,0,hsa-miR-10522-5p,0,hsa-miR-10400-3p,0,hsa-miR-10523-5p,0,hsa-miR-10401-5p,0,hsa-miR-10522-5p,0,hsa-miR-10401-5p,0,hsa-miR-10522-5p,0,hsa-miR-10523-5p,0,hsa-miR-10524-5p,0
67,hsa-miR-10400-5p,0,       0,hsa-miR-1182,hsa-miR-10524-5p,0,hsa-miR-10523-5p,0,hsa-miR-10523-5p,0,hsa-miR-10401-3p,0,hsa-miR-10522-5p,0,hsa-miR-10525-3p,0,hsa-miR-10523-5p,0,hsa-miR-10401-5p,0,hsa-miR-10527-5p,0,hsa-miR-105-5p,0,hsa-miR-10523-5p,0,hsa-miR-10400-5p,0,hsa-miR-10524-5p,0,hsa-miR-105-3p,0,hsa-miR-10523-5p,0,hsa-miR-105-3p,0,hsa-miR-10523-5p,0,hsa-miR-10524-5p,0,hsa-miR-10525-3p,0
68,hsa-miR-10401-3p,0,       0,hsa-miR-1183,hsa-miR-10525-3p,0,hsa-miR-10524-5p,0,hsa-miR-10524-5p,0,hsa-miR-10401-5p,0,hsa-miR-10523-5p,0,hsa-miR-10526-3p,0,hsa-miR-10524-5p,0,hsa-miR-105-3p,0,hsa-miR-106a-3p,0,hsa-miR-10522-5p,0,hsa-miR-10524-5p,0,hsa-miR-10401-3p,0,hsa-miR-10525-3p,0,hsa-miR-105-5p,0,hsa-miR-10524-5p,0,hsa-miR-105-5p,0,hsa-miR-10524-5p,0,hsa-miR-10525-3p,0,hsa-miR-10526-3p,0
69,hsa-miR-10401-5p,0,       0,hsa-miR-1184,hsa-miR-10526-3p,0,hsa-miR-10525-3p,0,hsa-miR-10525-3p,0,hsa-miR-105-3p,0,hsa-miR-10524-5p,0,hsa-miR-10527-5p,0,hsa-miR-10525-3p,0,hsa-miR-105-5p,0,hsa-miR-106a-5p,0,hsa-miR-10523-5p,0,hsa-miR-10525-3p,0,hsa-miR-10401-5p,0,hsa-miR-10526-3p,0,hsa-miR-10522-5p,0,hsa-miR-10525-3p,0,hsa-miR-10522-5p,0,hsa-miR-10525-3p,0,hsa-miR-10526-3p,0,hsa-miR-10527-5p,2
70,hsa-miR-105-3p,0,       0,hsa-miR-1185-1-3p,hsa-miR-10527-5p,0,hsa-miR-10526-3p,0,hsa-miR-10526-3p,0,hsa-miR-105-5p,0,hsa-miR-10525-3p,0,hsa-miR-106a-3p,0,hsa-miR-10526-3p,0,hsa-miR-10522-5p,0,hsa-miR-106b-3p,0,hsa-miR-10524-5p,0,hsa-miR-10526-3p,0,hsa-miR-105-3p,0,hsa-miR-10527-5p,0,hsa-miR-10523-5p,0,hsa-miR-10526-3p,0,hsa-miR-10523-5p,0,hsa-miR-10526-3p,0,hsa-miR-10527-5p,0,hsa-miR-106a-3p,0
71,hsa-miR-105-5p,0,       0,hsa-miR-1185-2-3p,hsa-miR-106a-3p,0,hsa-miR-10527-5p,2,hsa-miR-10527-5p,4,hsa-miR-10522-5p,0,hsa-miR-10526-3p,0,hsa-miR-106a-5p,0,hsa-miR-10527-5p,4,hsa-miR-10523-5p,0,hsa-miR-106b-5p,0,hsa-miR-10525-3p,0,hsa-miR-10527-5p,0,hsa-miR-105-5p,0,hsa-miR-106a-3p,0,hsa-miR-10524-5p,0,hsa-miR-10527-5p,0,hsa-miR-10524-5p,0,hsa-miR-10527-5p,5,hsa-miR-106a-3p,0,hsa-miR-106a-5p,0
72,hsa-miR-10522-5p,0,       0,hsa-miR-1185-5p,hsa-miR-106a-5p,0,hsa-miR-106a-3p,0,hsa-miR-106a-3p,0,hsa-miR-10523-5p,0,hsa-miR-10527-5p,0,hsa-miR-106b-3p,0,hsa-miR-106a-3p,0,hsa-miR-10524-5p,0,hsa-miR-107,0,hsa-miR-10526-3p,0,hsa-miR-106a-3p,0,hsa-miR-10522-5p,0,hsa-miR-106a-5p,0,hsa-miR-10525-3p,0,hsa-miR-106a-3p,0,hsa-miR-10525-3p,0,hsa-miR-106a-3p,0,hsa-miR-106a-5p,0,hsa-miR-106b-3p,0
73,hsa-miR-10523-5p,0,       0,hsa-miR-1193,hsa-miR-106b-3p,0,hsa-miR-106a-5p,0,hsa-miR-106a-5p,0,hsa-miR-10524-5p,0,hsa-miR-106a-3p,0,hsa-miR-106b-5p,0,hsa-miR-106a-5p,0,hsa-miR-10525-3p,0,hsa-miR-10a-3p,0,hsa-miR-10527-5p,1,hsa-miR-106a-5p,0,hsa-miR-10523-5p,0,hsa-miR-106b-3p,0,hsa-miR-10526-3p,0,hsa-miR-106a-5p,0,hsa-miR-10526-3p,0,hsa-miR-106a-5p,0,hsa-miR-106b-3p,0,hsa-miR-106b-5p,0
74,hsa-miR-10524-5p,0,       0,hsa-miR-1197,hsa-miR-106b-5p,0,hsa-miR-106b-3p,0,hsa-miR-106b-3p,0,hsa-miR-10525-3p,0,hsa-miR-106a-5p,0,hsa-miR-107,0,hsa-miR-106b-3p,0,hsa-miR-10526-3p,0,hsa-miR-10a-5p,0,hsa-miR-106a-3p,0,hsa-miR-106b-3p,0,hsa-miR-10524-5p,0,hsa-miR-106b-5p,0,hsa-miR-10527-5p,48,hsa-miR-106b-3p,0,hsa-miR-10527-5p,5,hsa-miR-106b-3p,0,hsa-miR-106b-5p,0,hsa-miR-107,0
75,hsa-miR-10525-3p,0,       0,hsa-miR-1199-3p,hsa-miR-107,0,hsa-miR-106b-5p,0,hsa-miR-106b-5p,0,hsa-miR-10526-3p,0,hsa-miR-106b-3p,0,hsa-miR-10a-3p,0,hsa-miR-106b-5p,0,hsa-miR-10527-5p,11,hsa-miR-10b-3p,0,hsa-miR-106a-5p,0,hsa-miR-106b-5p,0,hsa-miR-10525-3p,0,hsa-miR-107,0,hsa-miR-106a-3p,0,hsa-miR-106b-5p,0,hsa-miR-106a-3p,0,hsa-miR-106b-5p,0,hsa-miR-107,0,hsa-miR-10a-3p,0
76,hsa-miR-10526-3p,0,       0,hsa-miR-1199-5p,hsa-miR-10a-3p,0,hsa-miR-107,0,hsa-miR-107,0,hsa-miR-10527-5p,15,hsa-miR-106b-5p,0,hsa-miR-10a-5p,0,hsa-miR-107,0,hsa-miR-106a-3p,0,hsa-miR-10b-5p,0,hsa-miR-106b-3p,0,hsa-miR-107,0,hsa-miR-10526-3p,0,hsa-miR-10a-3p,0,hsa-miR-106a-5p,0,hsa-miR-107,0,hsa-miR-106a-5p,0,hsa-miR-107,0,hsa-miR-10a-3p,0,hsa-miR-10a-5p,0
77,hsa-miR-10527-5p,0,       0,hsa-miR-1200,hsa-miR-10a-5p,0,hsa-miR-10a-3p,0,hsa-miR-10a-3p,0,hsa-miR-106a-3p,0,hsa-miR-107,0,hsa-miR-10b-3p,0,hsa-miR-10a-3p,0,hsa-miR-106a-5p,0,hsa-miR-11181-3p,0,hsa-miR-106b-5p,0,hsa-miR-10a-3p,0,hsa-miR-10527-5p,12,hsa-miR-10a-5p,0,hsa-miR-106b-3p,0,hsa-miR-10a-3p,0,hsa-miR-106b-3p,0,hsa-miR-10a-3p,0,hsa-miR-10a-5p,0,hsa-miR-10b-3p,0
78,hsa-miR-106a-3p,0,       0,hsa-miR-1202,hsa-miR-10b-3p,1,hsa-miR-10a-5p,0,hsa-miR-10a-5p,0,hsa-miR-106a-5p,0,hsa-miR-10a-3p,0,hsa-miR-10b-3p,3,hsa-miR-10a-5p,0,hsa-miR-106b-3p,0,hsa-miR-11181-5p,0,hsa-miR-107,0,hsa-miR-10a-5p,0,hsa-miR-106a-3p,0,hsa-miR-10b-3p,0,hsa-miR-106b-5p,0,hsa-miR-10a-5p,0,hsa-miR-106b-5p,0,hsa-miR-10a-5p,0,hsa-miR-10b-3p,1,hsa-miR-10b-3p,1
79,hsa-miR-106a-5p,0,       0,hsa-miR-1203,hsa-miR-10b-3p,2,hsa-miR-10b-3p,1,hsa-miR-10b-3p,0,hsa-miR-106b-3p,0,hsa-miR-10a-5p,0,hsa-miR-10b-5p,0,hsa-miR-10b-3p,0,hsa-miR-106b-5p,0,hsa-miR-11399,0,hsa-miR-10a-3p,0,hsa-miR-10b-3p,5,hsa-miR-106a-5p,0,hsa-miR-10b-3p,3,hsa-miR-107,0,hsa-miR-10b-3p,3,hsa-miR-107,0,hsa-miR-10b-3p,4,hsa-miR-10b-3p,4,hsa-miR-10b-5p,16
80,hsa-miR-106b-3p,0,       0,hsa-miR-1204,hsa-miR-10b-5p,8,hsa-miR-10b-3p,6,hsa-miR-10b-3p,2,hsa-miR-106b-5p,0,hsa-miR-10b-3p,0,hsa-miR-10b-5p,3,hsa-miR-10b-5p,32,hsa-miR-107,0,hsa-miR-11400,0,hsa-miR-10a-5p,0,hsa-miR-10b-3p,7,hsa-miR-106b-3p,0,hsa-miR-10b-5p,0,hsa-miR-10a-3p,0,hsa-miR-10b-3p,10,hsa-miR-10a-3p,0,hsa-miR-10b-3p,14,hsa-miR-10b-5p,1,hsa-miR-10b-5p,85
81,hsa-miR-106b-5p,0,       0,hsa-miR-1205,hsa-miR-10b-5p,51,hsa-miR-10b-5p,15,hsa-miR-10b-5p,1,hsa-miR-107,0,hsa-miR-10b-5p,11,hsa-miR-11181-3p,0,hsa-miR-10b-5p,122,hsa-miR-10a-3p,0,hsa-miR-11401,0,hsa-miR-10b-3p,1,hsa-miR-10b-5p,6,hsa-miR-106b-5p,0,hsa-miR-10b-5p,2,hsa-miR-10a-5p,0,hsa-miR-10b-5p,9,hsa-miR-10a-5p,0,hsa-miR-10b-5p,24,hsa-miR-10b-5p,5,hsa-miR-11181-3p,0
82,hsa-miR-107,0,       0,hsa-miR-1206,hsa-miR-11181-3p,0,hsa-miR-10b-5p,55,hsa-miR-10b-5p,20,hsa-miR-10a-3p,0,hsa-miR-10b-5p,48,hsa-miR-11181-5p,0,hsa-miR-11181-3p,0,hsa-miR-10a-5p,0,hsa-miR-1178-3p,0,hsa-miR-10b-3p,7,hsa-miR-10b-5p,22,hsa-miR-107,0,hsa-miR-11181-3p,0,hsa-miR-10b-3p,6,hsa-miR-10b-5p,49,hsa-miR-10b-3p,1,hsa-miR-10b-5p,76,hsa-miR-11181-3p,0,hsa-miR-11181-5p,0
83,hsa-miR-10a-3p,0,       0,hsa-miR-1207-3p,hsa-miR-11181-5p,0,hsa-miR-11181-3p,0,hsa-miR-11181-3p,0,hsa-miR-10a-5p,0,hsa-miR-11181-3p,0,hsa-miR-11399,0,hsa-miR-11181-5p,0,hsa-miR-10b-3p,2,hsa-miR-1178-5p,0,hsa-miR-10b-5p,12,hsa-miR-11181-3p,0,hsa-miR-10a-3p,0,hsa-miR-11181-5p,0,hsa-miR-10b-3p,27,hsa-miR-11181-3p,0,hsa-miR-10b-3p,6,hsa-miR-11181-3p,0,hsa-miR-11181-5p,0,hsa-miR-11399,0
84,hsa-miR-10a-5p,0,       0,hsa-miR-1207-5p,hsa-miR-11399,0,hsa-miR-11181-5p,0,hsa-miR-11181-5p,0,hsa-miR-10b-3p,5,hsa-miR-11181-5p,0,hsa-miR-11400,0,hsa-miR-11399,0,hsa-miR-10b-3p,13,hsa-miR-1179,0,hsa-miR-10b-5p,66,hsa-miR-11181-5p,0,hsa-miR-10a-5p,0,hsa-miR-11399,0,hsa-miR-10b-5p,129,hsa-miR-11181-5p,0,hsa-miR-10b-5p,21,hsa-miR-11181-5p,0,hsa-miR-11399,0,hsa-miR-11400,0
85,hsa-miR-10b-3p,0,       0,hsa-miR-1208,hsa-miR-11400,0,hsa-miR-11399,0,hsa-miR-11399,0,hsa-miR-10b-3p,31,hsa-miR-11399,0,hsa-miR-11401,2,hsa-miR-11400,0,hsa-miR-10b-5p,42,hsa-miR-1180-3p,0,hsa-miR-11181-3p,0,hsa-miR-11399,0,hsa-miR-10b-3p,6,hsa-miR-11400,0,hsa-miR-10b-5p,866,hsa-miR-11399,0,hsa-miR-10b-5p,73,hsa-miR-11399,0,hsa-miR-11400,0,hsa-miR-11401,0
